sortedNum,requireLen,example,tipsLen,quesClass,Fundamentals,Algorithms,Common.Data.Structures,Advanced.Data.Structures,Techniques,Math,Other,otherCom,huawei,bytedance,microsoft,google,amazon,tencent,recursion,linked-list,math,hash-table,string,binary-search,divide-and-conquer,dynamic-programming,greedy,two-pointers,sorting,backtracking,heap-priority-queue,simulation,depth-first-search,binary-tree,breadth-first-search,union-find,graph,geometry,database,topological-sort,prefix-sum,shortest-path,bitmask,difficulty,require,tips,ifcom,topicNum
47,72,2,67,题库,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个×的二维矩阵表示一个图像。请你将图像顺时针旋转90度。你必须在旋转图像，这意味着你需要直接修改输入的二维矩阵。使用另一个矩阵来旋转图像。,n==matrix.length==matrix[i].length1<=n<=20-1000<=matrix[i][j]<=1000,1,3
48,56,3,54,题库,3,0,1,0,0,0,0,1,0,0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个字符串数组，请你将组合在一起。可以按任意顺序返回结果列表。是由重新排列源单词的所有字母得到的一个新单词。,1<=strs.length<=100<=strs[i].length<=100strs[i]仅包含小写字母,1,4
49,18,3,46,题库,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,实现，即计算的整数次幂函数（即，）。,-100.0<x<100.0<=n<=2是一个整数要么不为零，要么n>0-10<=x<=10,1,2
50,127,2,7,题库,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,按照国际象棋的规则，皇后可以攻击与之处在同一行或同一列或同一斜线上的棋子。研究的是如何将个皇后放置在的棋盘上，并且使皇后彼此之间不能相互攻击。给你一个整数，返回所有不同的的解决方案。每一种解法包含一个不同的的棋子放置方案，该方案中和分别代表了皇后和空位。,1<=n<=9,1,2
51,54,2,7,题库,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,研究的是如何将个皇后放置在的棋盘上，并且使皇后彼此之间不能相互攻击。给你一个整数，返回不同的解决方案的数量。,1<=n<=9,1,1
52,86,3,34,题库,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数数组，请你找出一个具有最大和的连续子数组（子数组最少包含一个元素），返回其最大和。是数组中的一个连续部分。如果你已经实现复杂度为的解法，尝试使用更为精妙的求解。,1<=nums.length<=10-10<=nums[i]<=10,1,3
53,25,2,68,题库,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个行列的矩阵，请按照，返回矩阵中的所有元素。,"m==matrix.lengthn==matrix[i].length1<=m,n<=10-100<=matrix[i][j]<=100",1,3
54,61,2,34,题库,1,2,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个非负整数数组，你最初位于数组的。数组中的每个元素代表你在该位置可以跳跃的最大长度。判断你是否能够到达最后一个下标。,1<=nums.length<=3*100<=nums[i]<=10,1,3
55,38,2,62,题库,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,以数组表示若干个区间的集合，其中单个区间为。请你合并所有重叠的区间，并返回。,1<=intervals.length<=10intervals[i].length==20<=start<=end<=10,1,2
56,69,5,171,题库,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个按照区间起始端点排序的区间列表。在列表中插入一个新的区间，你需要确保列表中的区间仍然有序且不重叠（如果有必要的话，可以合并区间）。,0<=intervals.length<=10intervals[i].length==20<=intervals[i][0]<=intervals[i][1]<=10intervals根据intervals[i][0]按排列newInterval.length==20<=newInterval[0]<=newInterval[1]<=10,1,1
57,68,3,37,题库,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你一个字符串，由若干单词组成，单词前后用一些空格字符隔开。返回字符串中单词的长度。是指仅由字母组成、不包含任何空格字符的最大子字符串。,1<=s.length<=10仅有英文字母和空格''组成中至少存在一个单词,1,1
58,40,2,8,题库,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个正整数，生成一个包含到所有元素，且元素按顺时针顺序螺旋排列的正方形矩阵。,1<=n<=20,1,3
59,57,3,15,题库,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,"给出集合，其所有元素共有种排列。按大小顺序列出所有排列情况，并一一标记，当时,所有排列如下：给定和，返回第个排列。",1<=n<=91<=k<=n!,1,2
60,31,2,47,题库,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个链表的头节点，旋转链表，将链表每个节点向右移动个位置。,"链表中节点的数目在范围[0,500]-100<=Node.val<=1000<=k<=2*10",1,2
61,97,4,27,题库,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,一个机器人位于一个网格的左上角（起始点在下图中标记为“Start”）。机器人每次只能向下或者向右移动一步。机器人试图达到网格的右下角（在下图中标记为“Finish”）。问总共有多少条不同的路径？,"1<=m,n<=100题目数据保证答案小于等于2*10",1,3
62,137,2,78,题库,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,一个机器人位于一个网格的左上角（起始点在下图中标记为“Start”）。机器人每次只能向下或者向右移动一步。机器人试图达到网格的右下角（在下图中标记为“Finish”）。现在考虑网格中有障碍物。那么从左上角到右下角将会有多少条不同的路径？网格中的障碍物和空位置分别用和来表示。,"m==obstacleGrid.lengthn==obstacleGrid[i].length1<=m,n<=100obstacleGrid[i][j]为或",1,3
63,60,2,60,题库,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个包含非负整数的网格，请找出一条从左上角到右下角的路径，使得路径上的数字总和为最小。每次只能向下或者向右移动一步。,"m==grid.lengthn==grid[i].length1<=m,n<=2000<=grid[i][j]<=200",1,3
64,88,3,55,题库,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,（按顺序）可以分成以下几个部分：（按顺序）可以分成以下几个部分：（按顺序）可以分成以下几个部分：部分有效数字列举如下：部分无效数字列举如下：给你一个字符串，如果是一个，请返回。,1<=s.length<=20仅含英文字母（大写和小写），数字（0-9），加号'+'，减号'-'，或者点'.',1,1
65,80,3,36,题库,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定一个由组成的数组所表示的非负整数，在该数的基础上加一。最高位数字存放在数组的首位，数组中每个元素只存储数字。你可以假设除了整数0之外，这个整数不会以零开头。,1<=digits.length<=1000<=digits[i]<=9,1,2
66,29,2,55,题库,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你两个二进制字符串和，以二进制字符串的形式返回它们的和。,"1<=a.length,b.length<=10和仅由字符'0'或'1'组成字符串如果不是""0""，就不含前导零",1,4
67,180,3,164,题库,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给定一个单词数组和一个长度，重新排版单词，使其成为每行恰好有个字符，且左右两端对齐的文本。你应该使用“”来放置给定的单词；也就是说，尽可能多地往每行中放置单词。必要时可用空格填充，使得每行恰好有个字符。要求尽可能均匀分配单词间的空格数量。如果某一行单词间的空格不能均匀分配，则左侧放置的空格数要多于右侧的空格数。文本的最后一行应为左对齐，且单词之间不插入空格。,单词是指由非空格字符组成的字符序列。每个单词的长度大于0，小于等于maxWidth输入单词数组words至少包含一个单词。1<=words.length<=3001<=words[i].length<=20words[i]由小写英文字母和符号组成1<=maxWidth<=100words[i].length<=maxWidth,1,3
68,60,2,9,题库,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你一个非负整数，计算并返回的。由于返回类型是整数，结果只保留，小数部分将被不允许使用任何内置指数函数和算符，例如或者。,0<=x<=2-1,1,2
69,49,2,8,题库,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,假设你正在爬楼梯。需要阶你才能到达楼顶。每次你可以爬或个台阶。你有多少种不同的方法可以爬到楼顶呢？,1<=n<=45,1,3
70,200,4,157,题库,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个字符串，表示指向某一文件或目录的Unix风格（以开头），请你将其转化为更加简洁的规范路径。在Unix风格的文件系统中，一个点（）表示当前目录本身；此外，两个点（）表示将目录切换到上一级（指向父目录）；两者都可以是复杂相对路径的组成部分。任意多个连续的斜杠（即，）都被视为单个斜杠。对于此问题，任何其他格式的点（例如，）均被视为文件/目录名称。请注意，返回的必须遵循下述格式：返回简化后得到的。,始终以斜杠'/'开头。两个目录名之间必须只有一个斜杠'/'最后一个目录名（如果存在）不能'/'结尾。此外，路径仅包含从根目录到目标文件或目录的路径上的目录（即，不含'.'或'..'1<=path.length<=3000path由英文字母，数字，'.''/'或'_'组成。path是一个有效的Unix风格绝对路径。,1,2
71,26,2,71,题库,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你两个单词和，。你可以对一个单词进行如下三种操作：,"插入一个字符删除一个字符替换一个字符0<=word1.length,word2.length<=500word1和word2由小写英文字母组成",1,2
72,38,2,150,题库,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个的矩阵，如果一个元素为，则将其所在行和列的所有元素都设为。请使用算法,"m==matrix.lengthn==matrix[0].length1<=m,n<=200<=matrix[i][j]<=2-1一个直观的解决方案是使用的额外空间，但这并不是一个好的解决方案。一个简单的改进方案是使用+的额外空间，但这仍然不是最好的解决方案。你能想出一个仅使用常量空间的解决方案吗？",1,3
73,41,2,114,题库,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个满足下述两条属性的整数矩阵：给你一个整数，如果在矩阵中，返回；否则，返回。,"每行中的整数从左到右按非递减顺序排列。每行的第一个整数大于前一行的最后一个整数。m==matrix.lengthn==matrix[i].length1<=m,n<=100-10<=matrix[i][j],target<=10",1,3
74,107,2,54,题库,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个包含红色、白色和蓝色、共个元素的数组，对它们进行排序，使得相同颜色的元素相邻，并按照红色、白色、蓝色顺序排列。我们使用整数、和分别表示红色、白色和蓝色。必须在不使用库内置的sort函数的情况下解决这个问题。,n==nums.length1<=n<=300nums[i]为或你能想出一个仅使用常数空间的一趟扫描算法吗？,1,3
75,53,3,98,题库,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你一个字符串、一个字符串。返回中涵盖所有字符的最小子串。如果中不存在涵盖所有字符的子串，则返回空字符串。,"对于中重复字符，我们寻找的子字符串中该字符数量必须不少于中该字符数量。如果中存在这样的子串，我们保证它是唯一的答案。m==s.lengthn==t.length1<=m,n<=10和由英文字母组成",1,3
76,33,2,15,题库,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定两个整数和，返回范围中所有可能的个数的组合。你可以按返回答案。,1<=n<=201<=k<=n,1,1
77,52,2,48,题库,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数数组，数组中的元素。返回该数组所有可能的子集（幂集）。解集包含重复的子集。你可以按返回解集。,1<=nums.length<=10-10<=nums[i]<=10nums中的所有元素互不相同,1,3
78,146,3,80,题库,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个二维字符网格和一个字符串单词。如果存在于网格中，返回；否则，返回。单词必须按照字母顺序，通过相邻的单元格内的字母构成，其中“相邻”单元格是那些水平相邻或垂直相邻的单元格。同一个单元格内的字母不允许被重复使用。你可以使用搜索剪枝的技术来优化解决方案，使其在更大的情况下可以更快解决问题？,"m==board.lengthn=board[i].length1<=m,n<=61<=word.length<=15board和word仅由大小写英文字母组成",1,3
79,156,2,46,题库,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个有序数组，请你删除重复出现的元素，使得出现次数超过两次的元素，返回删除后数组的新长度。不要使用额外的数组空间，你必须在并在使用O(1)额外空间的条件下完成。为什么返回数值是整数，但输出的答案是数组呢？请注意，输入数组是以方式传递的，这意味着在函数里修改输入数组对于调用者是可见的。你可以想象内部操作如下:,1<=nums.length<=3*10-10<=nums[i]<=10nums已按升序排列,1,2
80,156,2,137,题库,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,已知存在一个按非降序排列的整数数组，数组中的值不必互不相同。在传递给函数之前，在预先未知的某个下标（）上进行了，使数组变为（下标计数）。例如，在下标处经旋转后可能变为。给你的数组和一个整数，请你编写一个函数来判断给定的目标值是否存在于数组中。如果中存在这个目标值，则返回，否则返回。你必须尽可能减少整个操作步骤。,1<=nums.length<=5000-10<=nums[i]<=10题目数据保证nums在预先未知的某个下标上进行了旋转-10<=target<=10这是搜索旋转排序数组的延伸题目，本题中的nums可能包含重复元素。这会影响到程序的时间复杂度吗？会有怎样的影响，为什么？,1,2
81,17,2,49,题库,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个已排序的链表的头，。返回。,"链表中节点数目在范围[0,300]-100<=Node.val<=100题目数据保证链表已经按升序",1,2
82,17,2,49,题库,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定一个已排序的链表的头，。返回。,"链表中节点数目在范围[0,300]-100<=Node.val<=100题目数据保证链表已经按升序",1,1
83,62,2,38,题库,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给定个非负整数，用来表示柱状图中各个柱子的高度。每个柱子彼此相邻，且宽度为1。求在该柱状图中，能够勾勒出来的矩形的最大面积。,1<=heights.length<=100<=heights[i]<=10,1,3
84,39,5,77,题库,2,1,2,0,0,0,0,0,0,1,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给定一个仅包含和、大小为的二维二进制矩阵，找出只包含的最大矩形，并返回其面积。,"rows==matrix.lengthcols==matrix[0].length1<=row,cols<=200matrix[i][j]为'0'或'1'",1,5
85,64,2,49,题库,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个链表的头节点和一个特定值，请你对链表进行分隔，使得所有的节点都出现在的节点之前。你应当两个分区中每个节点的初始相对位置。,"链表中节点的数目在范围[0,200]-100<=Node.val<=100-200<=x<=200",1,2
86,59,3,190,题库,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,"使用下面描述的算法可以扰乱字符串得到字符串：
给你两个的字符串和，判断是否是的扰乱字符串。如果是，返回；否则，返回。",在一个随机下标处将字符串分割成两个非空的子字符串。即，如果已知字符串，则可以将其分成两个子字符串和，且满足s=x+y决定是要「交换两个子字符串」还是要「保持这两个子字符串的顺序不变」。即，在执行这一步骤之后，可能是s=x+y或者s=y+x和这两个子字符串上继续从步骤1开始递归执行此算法。s1.length==s2.length1<=s1.length<=30和由小写英文字母组成,1,2
87,148,3,80,题库,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你两个按排列的整数数组和，另有两个整数和，分别表示和中的元素数目。请你到中，使合并后的数组同样按排列。最终，合并后数组不应由函数返回，而是存储在数组中。为了应对这种情况，的初始长度为，其中前个元素表示应合并的元素，后个元素为，应忽略。的长度为。你可以设计实现一个时间复杂度为的算法解决此问题吗？,"nums1.length==m+nnums2.length==n0<=m,n<=2001<=m+n<=200-10<=nums1[i],nums2[j]<=10",1,3
88,15,2,90,题库,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数，返回任一有效的。,"每个整数都在范围[0,2-1]内（含和-1第一个整数是一个整数在序列中出现不超过一次每对整数的二进制表示恰好一位不同，且第一个和最后一个整数的二进制表示恰好一位不同1<=n<=16",1,3
89,64,2,34,题库,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数数组，其中可能包含重复元素，请你返回该数组所有可能的子集（幂集）。解集包含重复的子集。返回的解集中，子集可以按排列。,1<=nums.length<=10-10<=nums[i]<=10,1,3
90,142,3,71,题库,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,一条包含字母的消息通过以下映射进行了：要已编码的消息，所有数字必须基于上述映射的方法，反向映射回字母（可能有多种方法）。例如，可以映射为：注意，消息不能分组为，因为不能映射为，这是由于和在映射中并不等价。给你一个只含数字的字符串，请计算并返回方法的。题目数据保证答案肯定是一个的整数。,"""AAJF""，将消息分组为(11106)""KJF""，将消息分组为(11106)1<=s.length<=100只包含数字，并且可能包含前导零。",1,2
